time_A,pulse_height_A,time_B,pulse_height_B,time_C,pulse_height_C,time_D,pulse_height_D,time_E,pulse_height_E,time_F,pulse_height_F,time_G,pulse_height_G,time_H,pulse_height_H
1.52e-08,0.003937007874015748,1.8400000000000003e-08,0.003937007874015748,1.6e-08,0.007874015748031496,9.760000000000001e-08,0.1,6.216000000000001e-07,0.003937007874015748,1.6000000000000003e-09,0.003937007874015748,7.200000000000001e-09,0.003937007874015748,1.0320000000000001e-07,0.023622047244094488
9.920000000000001e-08,0.15354330708661418,9.760000000000001e-08,0.0984251968503937,1.0240000000000002e-07,0.17716535433070865,9.680000000000002e-08,0.051181102362204724,9.920000000000001e-08,0.1220472440944882,1.0160000000000001e-07,0.03937007874015748,1.0000000000000001e-07,0.0984251968503937,1.0080000000000002e-07,0.013385826771653545
1.8400000000000003e-08,0.003937007874015748,7.200000000000001e-09,0.003937007874015748,1.0320000000000001e-07,0.24015748031496062,1.0240000000000002e-07,0.05511811023622047,8.496000000000001e-07,0.003937007874015748,0.0,0.003937007874015748,1.0560000000000002e-07,0.08661417322834646,1.0080000000000002e-07,0.014173228346456693
2.8800000000000003e-08,0.003937007874015748,8.000000000000001e-10,0.003937007874015748,5.92e-07,0.007874015748031496,9.840000000000001e-08,0.1,8.000000000000001e-10,-0.0,3.2000000000000005e-09,0.003937007874015748,3.2e-08,0.003937007874015748,1.0480000000000001e-07,0.03307086614173228
7.840000000000001e-08,0.003937007874015748,1.52e-08,0.003937007874015748,1.0160000000000001e-07,0.43700787401574803,1.0080000000000002e-07,0.05590551181102363,4.848e-07,0.003937007874015748,8.800000000000001e-09,0.003937007874015748,1.0320000000000001e-07,0.14173228346456693,1.0240000000000002e-07,0.014960629921259844
6.400000000000001e-09,0.003937007874015748,9.600000000000001e-08,0.007874015748031496,9.840000000000001e-08,0.011811023622047244,1.0080000000000002e-07,0.09133858267716537,0.0,-0.0,1.0560000000000002e-07,0.007874015748031496,5.7600000000000006e-08,0.003937007874015748,1.0240000000000002e-07,0.011811023622047244
9.920000000000001e-08,0.14173228346456693,9.840000000000001e-08,0.09448818897637795,1.04e-07,0.22440944881889763,1.0000000000000001e-07,0.1,1.0320000000000001e-07,0.09055118110236221,1.0480000000000001e-07,0.027559055118110236,1.0160000000000001e-07,0.06299212598425197,1.0560000000000002e-07,0.02677165354330709
9.52e-08,0.2047244094488189,9.600000000000001e-08,0.08267716535433071,1.0240000000000002e-07,0.18503937007874016,9.840000000000001e-08,0.05275590551181102,1.0000000000000001e-07,0.07874015748031496,1.0080000000000002e-07,0.03543307086614173,1.0080000000000002e-07,0.05905511811023622,1.0240000000000002e-07,0.011811023622047244
1.8400000000000003e-08,0.003937007874015748,1.52e-08,0.003937007874015748,1.0080000000000002e-07,0.14173228346456693,9.760000000000001e-08,0.09370078740157481,5.920000000000001e-08,0.003937007874015748,1.6000000000000003e-09,0.003937007874015748,1.0240000000000002e-07,0.051181102362204724,1.0240000000000002e-07,0.015748031496062992
6.560000000000002e-08,0.003937007874015748,6.400000000000001e-09,0.003937007874015748,9.760000000000001e-08,0.007874015748031496,1.0320000000000001e-07,0.03937007874015748,4.2640000000000006e-07,0.003937007874015748,8.000000000000001e-10,0.003937007874015748,1.0480000000000001e-07,0.007874015748031496,1.0000000000000001e-07,0.011811023622047244
9.840000000000001e-08,0.16535433070866143,9.760000000000001e-08,0.1141732283464567,1.0320000000000001e-07,0.15354330708661418,1.0080000000000002e-07,0.059842519685039376,1.0000000000000001e-07,0.1062992125984252,1.0080000000000002e-07,0.027559055118110236,9.840000000000001e-08,0.03937007874015748,1.0240000000000002e-07,0.011811023622047244
1.3600000000000003e-08,0.003937007874015748,1.6000000000000003e-09,0.003937007874015748,9.840000000000001e-08,0.007874015748031496,1.0080000000000002e-07,0.04488188976377953,8.000000000000001e-10,-0.0,1.6000000000000003e-09,0.003937007874015748,6.240000000000002e-08,0.003937007874015748,9.920000000000001e-08,0.010236220472440945
5.3600000000000004e-08,0.003937007874015748,1.1200000000000001e-08,0.003937007874015748,9.160000000000001e-07,0.007874015748031496,9.920000000000001e-08,0.08267716535433071,4.800000000000001e-09,-0.0,5.6000000000000005e-09,0.003937007874015748,4e-09,0.003937007874015748,1.0240000000000002e-07,0.014960629921259844
1.3600000000000003e-08,0.003937007874015748,2.4000000000000004e-09,0.003937007874015748,1.0480000000000001e-07,0.2125984251968504,1.0080000000000002e-07,0.051181102362204724,8.000000000000001e-10,-0.0,1.6000000000000003e-09,0.003937007874015748,9.760000000000001e-08,0.07480314960629922,9.920000000000001e-08,0.011023622047244096
9.680000000000002e-08,0.21653543307086615,9.840000000000001e-08,0.2874015748031496,1.0640000000000001e-07,0.18503937007874016,1.0320000000000001e-07,0.04488188976377953,1.0240000000000002e-07,0.14566929133858267,1.0160000000000001e-07,0.1220472440944882,1.0000000000000001e-07,0.06692913385826772,1.0000000000000001e-07,0.011023622047244096
9.600000000000001e-08,0.1141732283464567,9.52e-08,0.06692913385826772,1.0000000000000001e-07,0.10236220472440945,9.920000000000001e-08,0.03228346456692914,9.920000000000001e-08,0.08267716535433071,1.0000000000000001e-07,0.051181102362204724,1.0000000000000001e-07,0.05511811023622047,1.0160000000000001e-07,0.011023622047244096
1.04e-08,0.003937007874015748,0.0,0.003937007874015748,1.0000000000000001e-07,0.015748031496062992,9.600000000000001e-08,0.048818897637795275,8.800000000000001e-09,0.003937007874015748,3.2000000000000005e-09,0.003937007874015748,1.6000000000000003e-09,0.003937007874015748,1.0080000000000002e-07,0.011811023622047244
5.3600000000000004e-08,0.003937007874015748,1.7600000000000002e-08,0.003937007874015748,9.600000000000001e-08,0.20866141732283464,9.600000000000001e-08,0.03779527559055119,5.024e-07,0.003937007874015748,9.52e-08,0.007874015748031496,1.0080000000000002e-07,0.05511811023622047,9.920000000000001e-08,0.010236220472440945
1.0240000000000002e-07,0.0984251968503937,9.52e-08,0.05905511811023622,9.920000000000001e-08,0.11811023622047244,9.680000000000002e-08,0.07322834645669292,9.920000000000001e-08,0.09448818897637795,1.0080000000000002e-07,0.051181102362204724,9.840000000000001e-08,0.04330708661417323,1.0160000000000001e-07,0.012598425196850395
1.6e-08,0.003937007874015748,9.52e-08,0.11811023622047244,1.0160000000000001e-07,0.12598425196850394,9.760000000000001e-08,0.05275590551181102,3.8640000000000007e-07,0.003937007874015748,1.0160000000000001e-07,0.05511811023622047,9.920000000000001e-08,0.047244094488188976,1.0160000000000001e-07,0.015748031496062992
9.360000000000002e-08,0.007874015748031496,4.800000000000001e-09,0.003937007874015748,1.0240000000000002e-07,0.20866141732283464,9.760000000000001e-08,0.040157480314960636,9.920000000000001e-08,0.003937007874015748,0.0,0.003937007874015748,9.440000000000001e-08,0.08267716535433071,1.0080000000000002e-07,0.011023622047244096
9.760000000000001e-08,0.10236220472440945,9.680000000000002e-08,0.05905511811023622,1.0320000000000001e-07,0.2047244094488189,9.760000000000001e-08,0.07322834645669292,1.0160000000000001e-07,0.09448818897637795,1.0080000000000002e-07,0.023622047244094488,1.0080000000000002e-07,0.08267716535433071,1.04e-07,0.02047244094488189
9.760000000000001e-08,0.13385826771653545,9.920000000000001e-08,0.07086614173228346,1.0240000000000002e-07,0.1732283464566929,9.920000000000001e-08,0.07007874015748032,1.0000000000000001e-07,0.10236220472440945,1.0080000000000002e-07,0.031496062992125984,9.840000000000001e-08,0.07480314960629922,1.0160000000000001e-07,0.013385826771653545
8.800000000000001e-09,0.003937007874015748,9.600000000000001e-08,0.007874015748031496,1.0320000000000001e-07,0.2755905511811024,1.0160000000000001e-07,0.05669291338582677,4.08e-07,0.003937007874015748,0.0,0.003937007874015748,1.0480000000000001e-07,0.09448818897637795,1.0000000000000001e-07,0.011023622047244096
0.0,0.003937007874015748,3.36e-08,0.003937007874015748,3.5280000000000004e-07,0.007874015748031496,1.0240000000000002e-07,0.040157480314960636,8.008000000000001e-07,0.003937007874015748,0.0,0.003937007874015748,1.2800000000000002e-08,0.003937007874015748,9.920000000000001e-08,0.010236220472440945
9.840000000000001e-08,0.1062992125984252,9.840000000000001e-08,0.06299212598425197,1.0560000000000002e-07,0.2637795275590551,1.0240000000000002e-07,0.06692913385826772,1.0160000000000001e-07,0.08661417322834646,1.0000000000000001e-07,0.031496062992125984,1.0320000000000001e-07,0.11023622047244094,1.04e-07,0.01732283464566929
3.36e-08,0.003937007874015748,9.360000000000002e-08,0.11811023622047244,9.600000000000001e-08,0.12992125984251968,9.280000000000002e-08,0.030708661417322838,0.0,-0.0,9.920000000000001e-08,0.04330708661417323,9.600000000000001e-08,0.03543307086614173,9.920000000000001e-08,0.010236220472440945
6.4e-08,0.003937007874015748,4e-09,0.003937007874015748,1.0240000000000002e-07,0.1732283464566929,9.920000000000001e-08,0.05433070866141733,7.896e-07,0.003937007874015748,3.2000000000000005e-09,0.003937007874015748,9.920000000000001e-08,0.06692913385826772,1.0080000000000002e-07,0.011023622047244096
9.840000000000001e-08,0.1889763779527559,9.840000000000001e-08,0.1220472440944882,1.0320000000000001e-07,0.27165354330708663,9.920000000000001e-08,0.05590551181102363,9.920000000000001e-08,0.15354330708661418,9.840000000000001e-08,0.07086614173228346,1.0080000000000002e-07,0.0984251968503937,1.0000000000000001e-07,0.012598425196850395
5.6000000000000005e-08,0.003937007874015748,2.4000000000000004e-09,0.003937007874015748,1.1520000000000001e-07,0.007874015748031496,9.600000000000001e-08,0.044094488188976384,3.2000000000000005e-09,-0.0,8.000000000000001e-10,0.003937007874015748,2.4000000000000004e-09,0.003937007874015748,1.0080000000000002e-07,0.011811023622047244
3.4400000000000004e-08,0.003937007874015748,0.0,0.003937007874015748,9.920000000000001e-08,0.39763779527559057,9.600000000000001e-08,0.05433070866141733,3.088e-07,0.003937007874015748,0.0,0.003937007874015748,1.0000000000000001e-07,0.12598425196850394,9.920000000000001e-08,0.010236220472440945
1.4400000000000002e-08,0.003937007874015748,1.3600000000000003e-08,0.003937007874015748,1.0000000000000001e-07,0.3464566929133858,9.840000000000001e-08,0.06062992125984252,6.400000000000001e-09,-0.0,0.0,0.003937007874015748,1.0080000000000002e-07,0.1141732283464567,1.0080000000000002e-07,0.011023622047244096
1.0080000000000002e-07,0.003937007874015748,0.0,0.003937007874015748,2.6240000000000007e-07,0.007874015748031496,1.0240000000000002e-07,0.03779527559055119,1.4320000000000004e-07,0.003937007874015748,4.800000000000001e-09,0.003937007874015748,8e-09,0.003937007874015748,1.0000000000000001e-07,0.011023622047244096
5.6000000000000005e-09,0.003937007874015748,9.600000000000001e-08,0.14173228346456693,1.0240000000000002e-07,0.2992125984251969,1.0080000000000002e-07,0.06535433070866142,0.0,-0.0,9.920000000000001e-08,0.05905511811023622,1.0000000000000001e-07,0.08661417322834646,9.920000000000001e-08,0.010236220472440945
1.0160000000000001e-07,0.11811023622047244,1.0320000000000001e-07,0.07480314960629922,1.0560000000000002e-07,0.13385826771653545,1.0240000000000002e-07,0.09763779527559055,1.0320000000000001e-07,0.06692913385826772,1.0480000000000001e-07,0.027559055118110236,1.0000000000000001e-07,0.031496062992125984,1.0320000000000001e-07,0.01732283464566929
3.04e-08,0.003937007874015748,4.7200000000000006e-08,0.003937007874015748,9.920000000000001e-08,0.47244094488188976,9.52e-08,0.04330708661417323,8.000000000000001e-10,-0.0,0.0,0.003937007874015748,1.0000000000000001e-07,0.16141732283464566,1.0160000000000001e-07,0.013385826771653545
9.600000000000001e-08,0.007874015748031496,9.840000000000001e-08,0.18110236220472442,1.0240000000000002e-07,0.25984251968503935,9.760000000000001e-08,0.04251968503937008,6.856e-07,0.003937007874015748,9.920000000000001e-08,0.07086614173228346,1.04e-07,0.05905511811023622,1.0160000000000001e-07,0.012598425196850395
0.0,0.003937007874015748,1.1200000000000001e-08,0.003937007874015748,1.04e-07,0.015748031496062992,9.760000000000001e-08,0.1,9.728e-07,0.003937007874015748,2.4000000000000004e-09,0.003937007874015748,9.840000000000001e-08,0.015748031496062992,1.04e-07,0.02677165354330709
2.5600000000000004e-08,0.003937007874015748,1.0000000000000001e-07,0.011811023622047244,1.04e-07,0.38188976377952755,9.760000000000001e-08,0.1,1.6e-07,0.003937007874015748,4.800000000000001e-09,0.003937007874015748,1.0480000000000001e-07,0.08267716535433071,1.0480000000000001e-07,0.03622047244094489
9.120000000000001e-08,0.1220472440944882,9.120000000000001e-08,0.08267716535433071,9.760000000000001e-08,0.16141732283464566,9.2e-08,0.04488188976377953,9.680000000000002e-08,0.07874015748031496,9.920000000000001e-08,0.04330708661417323,9.840000000000001e-08,0.07480314960629922,9.920000000000001e-08,0.010236220472440945
1.1200000000000001e-08,0.003937007874015748,9.040000000000002e-08,0.007874015748031496,1.368e-07,0.007874015748031496,9.52e-08,0.04330708661417323,9.2e-08,0.003937007874015748,8.800000000000001e-09,0.003937007874015748,8.800000000000001e-09,0.003937007874015748,1.0160000000000001e-07,0.011811023622047244
5.3600000000000004e-08,0.003937007874015748,9.680000000000002e-08,0.11811023622047244,1.0160000000000001e-07,0.16929133858267717,9.760000000000001e-08,0.041732283464566935,1.2000000000000002e-08,0.003937007874015748,9.840000000000001e-08,0.047244094488188976,9.920000000000001e-08,0.09055118110236221,1.0160000000000001e-07,0.012598425196850395
2.5600000000000004e-08,0.003937007874015748,7.200000000000001e-09,0.003937007874015748,9.680000000000002e-08,0.2559055118110236,9.360000000000002e-08,0.03858267716535433,7.920000000000001e-08,0.003937007874015748,8.000000000000001e-10,0.003937007874015748,9.680000000000002e-08,0.09055118110236221,1.0000000000000001e-07,0.011023622047244096
1.0240000000000002e-07,0.11023622047244094,1.0240000000000002e-07,0.0984251968503937,1.0480000000000001e-07,0.5,1.0240000000000002e-07,0.04488188976377953,1.0320000000000001e-07,0.07480314960629922,1.04e-07,0.023622047244094488,9.920000000000001e-08,0.18110236220472442,1.0160000000000001e-07,0.012598425196850395
7.200000000000001e-09,0.003937007874015748,6.880000000000001e-08,0.003937007874015748,1.8080000000000003e-07,0.007874015748031496,1.0320000000000001e-07,0.04960629921259843,1.0320000000000001e-07,0.003937007874015748,0.0,0.003937007874015748,6.400000000000001e-09,0.003937007874015748,1.0000000000000001e-07,0.011023622047244096
1.8000000000000002e-07,0.003937007874015748,8.000000000000001e-10,0.003937007874015748,1.08e-07,0.007874015748031496,9.2e-08,0.030708661417322838,9.440000000000001e-08,0.003937007874015748,7.200000000000001e-09,0.003937007874015748,1.52e-08,0.003937007874015748,9.920000000000001e-08,0.010236220472440945
1.0720000000000001e-07,0.007874015748031496,1.0000000000000001e-07,0.1377952755905512,1.0320000000000001e-07,0.468503937007874,9.920000000000001e-08,0.08188976377952756,9.840000000000001e-08,0.003937007874015748,9.600000000000001e-08,0.03543307086614173,1.0560000000000002e-07,0.1220472440944882,1.0320000000000001e-07,0.014960629921259844
1.1200000000000001e-08,0.003937007874015748,8.000000000000001e-10,0.003937007874015748,1.0480000000000001e-07,0.3110236220472441,1.04e-07,0.07952755905511812,3.1280000000000005e-07,0.003937007874015748,3.2000000000000005e-09,0.003937007874015748,1.04e-07,0.12598425196850394,1.0240000000000002e-07,0.015748031496062992
1.0080000000000002e-07,0.20078740157480315,1.0240000000000002e-07,0.07874015748031496,1.0560000000000002e-07,0.14173228346456693,1.0240000000000002e-07,0.07716535433070866,9.920000000000001e-08,0.08661417322834646,9.920000000000001e-08,0.023622047244094488,9.920000000000001e-08,0.031496062992125984,1.0320000000000001e-07,0.015748031496062992
3.120000000000001e-08,0.003937007874015748,0.0,0.003937007874015748,6.472000000000001e-07,0.007874015748031496,1.0080000000000002e-07,0.1,5.112000000000001e-07,0.003937007874015748,4e-09,0.003937007874015748,2.3200000000000006e-08,0.003937007874015748,1.0480000000000001e-07,0.024409448818897637
8.560000000000001e-08,0.015748031496062992,1.68e-08,0.003937007874015748,4.080000000000001e-08,0.007874015748031496,9.360000000000002e-08,0.03779527559055119,9.280000000000002e-08,0.007874015748031496,0.0,0.003937007874015748,1.2000000000000002e-08,0.003937007874015748,9.920000000000001e-08,0.010236220472440945
6.560000000000002e-08,0.003937007874015748,1.0080000000000002e-07,0.18110236220472442,1.0320000000000001e-07,0.2283464566929134,1.0080000000000002e-07,0.07716535433070866,3.2720000000000007e-07,0.003937007874015748,1.0080000000000002e-07,0.07086614173228346,1.0160000000000001e-07,0.06692913385826772,1.0080000000000002e-07,0.011811023622047244
1.0080000000000002e-07,0.12598425196850394,1.0240000000000002e-07,0.12598425196850394,1.0720000000000001e-07,0.2440944881889764,1.04e-07,0.046456692913385826,1.0320000000000001e-07,0.11811023622047244,1.04e-07,0.047244094488188976,1.0240000000000002e-07,0.0984251968503937,1.0320000000000001e-07,0.018897637795275594
3.2000000000000005e-09,0.003937007874015748,1.52e-08,0.003937007874015748,4.7200000000000006e-08,0.007874015748031496,9.840000000000001e-08,0.03622047244094489,5.6e-07,0.003937007874015748,8.08e-07,0.007874015748031496,2.8000000000000003e-08,0.003937007874015748,9.920000000000001e-08,0.010236220472440945
9.760000000000001e-08,0.007874015748031496,1.0160000000000001e-07,0.08661417322834646,1.0480000000000001e-07,0.1968503937007874,1.0160000000000001e-07,0.04803149606299213,9.52e-08,0.007874015748031496,9.760000000000001e-08,0.03543307086614173,9.840000000000001e-08,0.06299212598425197,1.0080000000000002e-07,0.011811023622047244
3.4400000000000004e-08,0.003937007874015748,6.400000000000001e-09,0.003937007874015748,9.680000000000002e-08,0.007874015748031496,1.0480000000000001e-07,0.04803149606299213,9.600000000000001e-08,0.007874015748031496,1.6000000000000003e-09,0.003937007874015748,3.920000000000001e-08,0.003937007874015748,1.0160000000000001e-07,0.014960629921259844
3.04e-08,0.003937007874015748,1.9200000000000003e-08,0.003937007874015748,8.000000000000001e-10,0.003937007874015748,9.280000000000002e-08,0.062204724409448825,2.4000000000000004e-09,-0.0,4e-09,0.003937007874015748,1.0320000000000001e-07,0.007874015748031496,9.920000000000001e-08,0.010236220472440945
9.600000000000001e-08,0.14960629921259844,9.600000000000001e-08,0.09055118110236221,9.840000000000001e-08,0.1377952755905512,9.360000000000002e-08,0.03464566929133858,9.360000000000002e-08,0.10236220472440945,9.920000000000001e-08,0.03937007874015748,9.600000000000001e-08,0.07480314960629922,9.920000000000001e-08,0.010236220472440945
2.6240000000000007e-07,0.003937007874015748,9.840000000000001e-08,0.007874015748031496,9.920000000000001e-08,0.023622047244094488,1.0160000000000001e-07,0.06377952755905511,4.4480000000000007e-07,0.003937007874015748,0.0,0.003937007874015748,8e-09,0.003937007874015748,1.0160000000000001e-07,0.013385826771653545
9.920000000000001e-08,0.17716535433070865,9.920000000000001e-08,0.1141732283464567,1.0480000000000001e-07,0.19291338582677164,1.0160000000000001e-07,0.047244094488188976,1.0080000000000002e-07,0.11023622047244094,1.0080000000000002e-07,0.047244094488188976,9.840000000000001e-08,0.07480314960629922,1.0160000000000001e-07,0.011023622047244096
9.920000000000001e-08,0.14173228346456693,9.840000000000001e-08,0.07480314960629922,1.0160000000000001e-07,0.19291338582677164,9.680000000000002e-08,0.04803149606299213,9.920000000000001e-08,0.07874015748031496,9.920000000000001e-08,0.023622047244094488,9.920000000000001e-08,0.08267716535433071,1.0240000000000002e-07,0.02047244094488189
9.360000000000002e-08,0.12598425196850394,9.280000000000002e-08,0.09055118110236221,9.840000000000001e-08,0.12992125984251968,9.52e-08,0.05511811023622047,9.840000000000001e-08,0.1062992125984252,9.840000000000001e-08,0.03937007874015748,9.600000000000001e-08,0.06299212598425197,9.920000000000001e-08,0.010236220472440945
1.904e-07,0.003937007874015748,2.16e-08,0.003937007874015748,1.0320000000000001e-07,0.5,9.840000000000001e-08,0.1,1.52e-08,0.003937007874015748,8.000000000000001e-10,0.003937007874015748,1.04e-07,0.30708661417322836,1.0480000000000001e-07,0.1
0.0,0.003937007874015748,7.200000000000001e-09,0.003937007874015748,1.0160000000000001e-07,0.23622047244094488,1.0160000000000001e-07,0.06614173228346457,8.6e-07,0.003937007874015748,9.680000000000002e-08,0.007874015748031496,1.0160000000000001e-07,0.09055118110236221,1.0240000000000002e-07,0.015748031496062992
9.52e-08,0.14566929133858267,9.680000000000002e-08,0.09055118110236221,9.760000000000001e-08,0.16929133858267717,9.440000000000001e-08,0.07086614173228346,9.760000000000001e-08,0.11023622047244094,9.760000000000001e-08,0.03543307086614173,1.0080000000000002e-07,0.047244094488188976,9.920000000000001e-08,0.010236220472440945
9.440000000000001e-08,0.16929133858267717,9.440000000000001e-08,0.09448818897637795,9.920000000000001e-08,0.16535433070866143,9.52e-08,0.04251968503937008,9.920000000000001e-08,0.1062992125984252,9.840000000000001e-08,0.047244094488188976,9.920000000000001e-08,0.05905511811023622,1.0080000000000002e-07,0.011811023622047244
2.08e-08,0.003937007874015748,8.000000000000001e-10,0.003937007874015748,9.040000000000002e-08,0.007874015748031496,9.360000000000002e-08,0.041732283464566935,1.488e-07,0.003937007874015748,7.216000000000001e-07,0.007874015748031496,6.400000000000001e-09,0.003937007874015748,9.920000000000001e-08,0.010236220472440945
9.52e-08,0.07874015748031496,9.440000000000001e-08,0.17716535433070865,9.920000000000001e-08,0.44881889763779526,9.360000000000002e-08,0.041732283464566935,9.440000000000001e-08,0.05905511811023622,9.920000000000001e-08,0.051181102362204724,9.840000000000001e-08,0.12992125984251968,1.0080000000000002e-07,0.011023622047244096
1.0240000000000002e-07,0.17716535433070865,1.0160000000000001e-07,0.07480314960629922,1.08e-07,0.15354330708661418,1.04e-07,0.040157480314960636,1.0320000000000001e-07,0.09448818897637795,1.0480000000000001e-07,0.03543307086614173,1.0720000000000001e-07,0.03937007874015748,1.0080000000000002e-07,0.013385826771653545
